job_key,date_key,technician_key,service_key,customer_key,status,first_time_fix,duration_min,revenue,cost
488,20260110,11,2,161,Completed,0,153,290.7,177.2
489,20260110,9,4,174,Completed,0,213,7349.19,3589.73
490,20260110,10,1,298,Completed,1,125,174.42,112.02
491,20260110,14,3,27,Scheduled,0,222,0.0,0.0
492,20260110,15,5,327,Completed,1,177,389.62,251.73
493,20260111,1,6,114,Completed,1,190,249.9,150.31
494,20260111,11,5,243,Completed,1,74,445.19,270.03
495,20260111,8,7,346,Completed,1,202,531.81,267.54
496,20260111,12,1,62,Completed,1,149,152.98,76.9
497,20260111,11,4,3,Scheduled,0,225,0.0,0.0
498,20260111,16,6,201,Completed,0,175,299.14,150.05
499,20260111,13,7,230,Completed,0,176,564.38,267.15
500,20260112,10,2,58,Completed,0,150,316.96,163.99
501,20260112,14,4,35,Completed,1,181,6603.09,3217.43
502,20260112,12,1,132,Completed,0,141,145.35,82.62
503,20260112,13,3,85,Completed,0,224,360.85,219.21
504,20260112,15,4,357,Canceled,0,202,0.0,0.0
505,20260112,12,4,367,Completed,0,185,6089.86,3897.73
506,20260112,2,4,349,Completed,1,85,7365.08,3971.89
507,20260112,6,2,91,Completed,1,202,360.35,184.51
508,20260112,11,2,285,Completed,0,246,347.1,187.16
509,20260112,15,2,286,Completed,0,245,337.75,223.75
510,20260112,15,7,94,Completed,1,168,450.29,280.5
511,20260112,11,7,245,Completed,0,194,465.98,308.06
512,20260112,16,4,325,Canceled,0,199,0.0,0.0
513,20260112,5,4,199,Completed,0,191,7233.95,3498.19
514,20260112,10,2,278,Completed,1,212,335.3,181.45
515,20260112,5,4,160,Completed,1,158,5624.17,3681.81
516,20260112,1,4,293,Scheduled,0,169,0.0,0.0
517,20260112,13,4,309,Completed,0,208,7424.41,3593.48
518,20260112,10,7,130,Scheduled,0,165,0.0,0.0
519,20260112,1,6,197,Scheduled,0,195,0.0,0.0
520,20260112,14,2,154,Completed,1,264,295.64,175.71
521,20260112,5,6,31,Scheduled,0,235,0.0,0.0
522,20260112,12,1,13,Completed,1,138,147.37,74.82
523,20260113,1,6,84,Canceled,0,134,0.0,0.0
524,20260113,5,7,218,Canceled,0,100,0.0,0.0
525,20260113,13,2,138,Completed,0,193,288.29,192.77
526,20260113,13,3,17,Completed,1,177,308.27,207.3
527,20260113,10,2,359,Completed,1,176,377.08,189.22
528,20260113,15,4,225,Completed,1,184,7435.95,4456.87
529,20260113,9,3,327,Completed,1,182,334.08,202.82
530,20260113,10,7,386,Completed,1,240,491.59,309.17
531,20260113,16,2,73,Completed,0,126,355.92,190.73
532,20260113,11,3,263,Canceled,0,165,0.0,0.0
533,20260113,3,1,18,Completed,1,172,147.58,97.71
534,20260113,16,5,45,Completed,0,116,459.98,236.21
535,20260113,3,2,260,Completed,1,209,382.43,255.29
536,20260113,4,4,380,Completed,1,174,6128.81,4152.42
537,20260113,8,2,301,Scheduled,0,147,0.0,0.0
538,20260113,13,6,228,Completed,1,177,272.11,150.47
539,20260113,5,2,348,Completed,1,178,344.42,184.25
540,20260114,8,2,70,Completed,0,111,377.82,187.14
541,20260114,12,2,118,Completed,1,202,322.18,218.06
542,20260114,5,7,170,Completed,1,108,482.17,239.87
543,20260114,12,5,370,Completed,0,83,479.83,235.35
544,20260114,4,6,328,Completed,0,257,288.57,150.86
545,20260114,3,1,11,Completed,1,83,149.68,100.19
546,20260114,3,1,45,Scheduled,0,80,0.0,0.0
547,20260114,13,1,345,Scheduled,0,172,0.0,0.0
548,20260114,6,7,340,Completed,1,203,567.21,256.38
549,20260114,16,7,164,Scheduled,0,153,0.0,0.0
550,20260114,2,4,370,Canceled,0,142,0.0,0.0
551,20260114,1,7,331,Canceled,0,156,0.0,0.0
552,20260114,13,1,138,Completed,0,132,142.42,91.16
553,20260114,3,2,347,Canceled,0,185,0.0,0.0
554,20260114,5,6,78,Completed,1,191,237.76,107.99
555,20260114,13,6,327,Completed,1,175,305.37,159.02
556,20260114,5,2,60,Completed,0,216,313.72,190.53
557,20260114,13,4,351,Completed,0,170,7139.09,4408.67
558,20260114,16,5,213,Completed,1,112,369.85,249.08
559,20260114,6,6,301,Completed,1,160,264.56,170.28
560,20260115,13,2,377,Completed,0,197,361.99,227.87
561,20260115,16,1,119,Completed,0,130,159.45,88.33
562,20260115,4,7,174,Completed,0,94,526.42,249.09
563,20260115,3,4,277,Completed,1,173,6187.25,4146.53
564,20260115,3,3,12,Completed,1,110,318.23,150.54
565,20260115,13,4,354,Completed,1,208,5587.82,2524.6
566,20260115,15,4,62,Completed,1,191,6178.23,3326.13
567,20260115,1,6,255,Completed,1,156,287.09,162.49
568,20260115,14,5,263,Scheduled,0,82,0.0,0.0
569,20260115,8,6,368,Completed,1,202,279.67,155.27
570,20260115,9,4,3,Scheduled,0,140,0.0,0.0
571,20260115,7,6,272,Scheduled,0,138,0.0,0.0
572,20260115,15,6,210,Completed,0,210,273.1,156.34
573,20260115,12,6,309,Completed,1,229,282.21,168.52
574,20260115,4,6,257,Canceled,0,199,0.0,0.0
575,20260115,16,4,375,Completed,1,211,6381.56,3180.87
576,20260115,1,7,288,Completed,1,147,542.68,346.99
577,20260115,8,3,353,Completed,1,260,313.82,182.39
578,20260115,6,2,44,Completed,1,175,339.46,184.98
579,20260115,4,2,131,Completed,1,92,361.14,240.48
580,20260115,12,2,399,Completed,1,151,338.69,153.66
581,20260115,15,5,268,Scheduled,0,76,0.0,0.0
582,20260116,6,1,82,Completed,1,198,166.46,94.65
583,20260116,11,3,371,Scheduled,0,134,0.0,0.0
584,20260116,8,6,178,Completed,1,180,308.57,198.72
585,20260116,10,3,65,Completed,1,177,374.51,235.89
586,20260116,12,3,175,Completed,0,169,330.85,156.42
587,20260116,10,4,169,Completed,1,197,6456.06,4235.91
588,20260116,14,2,124,Completed,1,216,326.07,181.17
589,20260116,13,3,219,Completed,0,164,395.88,221.1
590,20260116,11,1,207,Completed,1,116,165.63,81.52
591,20260116,4,5,308,Scheduled,0,101,0.0,0.0
592,20260116,15,1,125,Scheduled,0,69,0.0,0.0
593,20260116,13,1,256,Completed,1,112,176.1,117.01
594,20260116,7,4,148,Completed,1,168,7064.89,3875.82
595,20260116,4,6,373,Completed,0,182,293.49,138.28
596,20260116,15,6,8,Scheduled,0,209,0.0,0.0
597,20260116,3,7,170,Completed,0,164,571.67,356.03
598,20260116,9,4,247,Completed,1,224,6020.64,3461.93
599,20260116,14,7,272,Canceled,0,144,0.0,0.0
600,20260116,1,1,113,Completed,1,127,136.86,73.29
601,20260116,14,2,281,Completed,0,170,369.96,214.77
602,20260116,4,2,336,Completed,0,187,375.1,245.82
603,20260116,16,7,22,Completed,1,153,508.06,252.28
604,20260116,4,3,353,Completed,1,148,405.41,186.36
605,20260116,15,5,62,Completed,1,103,446.28,225.54
606,20260117,6,4,355,Completed,0,229,6471.64,3893.31
607,20260117,16,1,325,Completed,0,97,158.25,76.64
608,20260117,14,6,128,Completed,1,239,284.67,136.03
609,20260118,14,5,209,Completed,1,81,378.19,200.84
610,20260118,11,1,111,Completed,1,118,178.11,89.92
611,20260119,9,4,149,Scheduled,0,78,0.0,0.0
612,20260119,8,6,362,Canceled,0,181,0.0,0.0
613,20260119,8,6,387,Completed,1,147,274.58,183.9
614,20260119,9,7,231,Completed,1,223,561.92,263.72
615,20260119,14,6,355,Completed,1,171,274.44,132.41
616,20260119,10,2,124,Completed,1,167,353.13,189.34
617,20260119,2,6,272,Completed,1,226,303.17,180.12
618,20260119,13,7,224,Completed,1,173,475.63,295.89
619,20260119,12,5,266,Completed,0,158,435.34,215.74
620,20260119,6,7,36,Completed,0,182,540.7,286.19
621,20260119,8,7,114,Scheduled,0,139,0.0,0.0
622,20260119,8,7,384,Completed,1,149,531.0,256.71
623,20260119,11,2,254,Canceled,0,163,0.0,0.0
624,20260119,15,7,76,Completed,1,174,484.14,278.48
625,20260119,1,1,235,Completed,0,85,135.52,63.6
626,20260119,4,4,170,Completed,1,134,6553.2,3373.57
627,20260119,16,4,105,Completed,1,211,6179.82,4200.96
628,20260119,5,5,239,Completed,1,83,387.44,243.94
629,20260119,14,2,398,Completed,1,129,304.12,187.12
630,20260119,1,1,380,Completed,1,114,157.09,91.38
631,20260119,10,7,295,Completed,0,184,432.35,244.59
632,20260119,11,5,194,Completed,1,134,410.46,211.26
633,20260119,1,7,320,Completed,0,175,503.03,259.86
634,20260119,10,6,354,Completed,1,183,310.61,211.19
635,20260120,10,5,131,Completed,1,117,455.34,219.06
636,20260120,16,4,124,Completed,0,129,5880.09,3117.59
637,20260120,2,7,240,Completed,1,200,523.49,255.3
638,20260120,7,7,321,Completed,0,222,539.33,331.53
639,20260120,3,6,85,Completed,0,248,262.83,122.03
640,20260120,5,7,34,Completed,1,166,533.13,339.14
641,20260120,1,1,186,Completed,0,142,159.54,76.96
642,20260120,10,6,186,Scheduled,0,181,0.0,0.0
643,20260120,3,2,192,Completed,0,157,299.63,143.98
644,20260120,3,1,173,Canceled,0,160,0.0,0.0
645,20260120,15,3,26,Completed,1,155,345.51,157.17
646,20260120,2,6,206,Completed,1,224,261.15,166.27
647,20260120,10,4,161,Completed,1,160,6673.63,3800.36
648,20260120,16,5,158,Completed,1,108,453.6,273.97
649,20260120,10,6,127,Scheduled,0,163,0.0,0.0
650,20260121,13,6,106,Completed,0,202,249.61,161.81
651,20260121,6,2,191,Completed,1,174,331.32,185.65
652,20260121,11,2,83,Completed,1,177,324.97,191.37
653,20260121,16,3,257,Scheduled,0,152,0.0,0.0
654,20260121,7,2,143,Completed,1,254,321.77,183.64
655,20260121,13,7,4,Canceled,0,135,0.0,0.0
656,20260121,5,2,74,Completed,1,205,300.85,147.38
657,20260121,2,3,52,Completed,1,189,314.32,141.68
658,20260121,15,6,273,Completed,1,185,264.58,150.69
659,20260121,1,4,31,Completed,1,192,7191.65,3432.28
660,20260121,4,1,252,Completed,1,73,160.06,92.13
661,20260121,6,7,359,Completed,0,194,572.88,337.18
662,20260121,11,6,169,Completed,1,232,279.37,185.17
663,20260121,7,2,54,Completed,1,164,291.76,149.01
664,20260121,9,4,50,Completed,1,261,5791.25,3844.92
665,20260121,8,3,387,Completed,0,205,405.43,190.58
666,20260121,12,2,37,Completed,1,166,368.18,183.08
667,20260121,1,7,221,Canceled,0,218,0.0,0.0
668,20260121,4,7,336,Completed,1,123,570.18,271.48
669,20260121,12,2,318,Completed,1,108,375.37,214.74
670,20260121,3,1,189,Completed,1,119,176.73,97.87
671,20260121,1,1,276,Scheduled,0,122,0.0,0.0
672,20260121,12,2,353,Canceled,0,229,0.0,0.0
673,20260122,1,1,70,Scheduled,0,106,0.0,0.0
674,20260122,15,1,192,Scheduled,0,88,0.0,0.0
675,20260122,4,7,383,Completed,1,145,567.78,346.46
676,20260122,12,3,304,Completed,1,208,324.65,191.4
677,20260122,9,3,43,Completed,1,188,389.65,242.06
678,20260122,2,3,400,Scheduled,0,182,0.0,0.0
679,20260122,8,2,341,Completed,0,110,337.25,188.64
680,20260122,6,2,136,Completed,1,153,350.0,182.7
681,20260122,9,3,132,Canceled,0,180,0.0,0.0
682,20260122,4,6,282,Completed,1,177,262.14,137.89
683,20260122,6,6,240,Completed,1,228,255.49,164.45
684,20260122,8,6,295,Completed,1,162,272.85,161.77
685,20260122,1,6,115,Scheduled,0,158,0.0,0.0
686,20260122,16,7,393,Completed,1,147,438.92,198.62
687,20260122,7,4,49,Completed,1,154,6513.91,3868.32
688,20260122,14,2,98,Completed,1,124,332.97,163.66
689,20260122,15,3,346,Completed,1,193,318.02,177.35
690,20260122,10,3,229,Completed,1,216,330.47,207.89
691,20260122,4,3,301,Completed,1,144,390.44,217.81
692,20260122,6,4,5,Completed,1,180,6084.97,3234.95
693,20260122,5,7,58,Completed,1,170,515.68,312.24
694,20260123,7,6,375,Completed,0,179,291.48,156.92
695,20260123,7,1,362,Completed,0,111,150.13,97.6
696,20260123,14,1,296,Completed,0,58,137.13,84.37
697,20260123,7,4,288,Completed,0,176,7121.78,3905.39
698,20260123,7,2,293,Canceled,0,160,0.0,0.0
699,20260123,13,7,154,Completed,1,191,453.98,224.33
700,20260123,14,6,54,Completed,1,194,275.22,133.59
701,20260123,6,3,183,Completed,0,166,396.79,232.01
702,20260123,6,6,142,Completed,0,186,307.39,158.96
703,20260123,1,4,365,Canceled,0,140,0.0,0.0
704,20260123,1,6,278,Completed,1,254,258.12,162.54
705,20260123,7,5,97,Completed,0,79,370.35,211.62
706,20260123,9,3,301,Scheduled,0,131,0.0,0.0
707,20260123,1,4,265,Completed,1,157,7004.86,3802.65
708,20260123,11,5,97,Completed,1,67,488.07,239.52
709,20260123,12,5,88,Canceled,0,108,0.0,0.0
710,20260123,13,6,326,Completed,0,260,248.95,129.21
711,20260123,10,4,241,Completed,1,206,6158.54,3954.81
712,20260123,3,6,297,Completed,1,125,298.62,180.47
713,20260123,15,3,67,Completed,0,202,328.8,216.26
714,20260124,7,4,364,Completed,1,159,5808.45,2978.78
715,20260124,7,3,219,Completed,0,179,382.65,232.39
716,20260124,13,7,319,Completed,1,149,464.62,236.44
717,20260124,4,5,214,Completed,1,146,372.45,192.86
718,20260124,9,3,156,Completed,1,111,329.64,219.74
719,20260124,8,4,172,Completed,1,166,6290.04,4149.92
720,20260124,1,5,64,Canceled,0,157,0.0,0.0
721,20260125,10,5,263,Completed,1,125,406.68,223.9
722,20260125,8,2,397,Completed,0,235,291.8,139.38
723,20260125,14,4,206,Completed,1,172,7162.01,3688.48
724,20260125,7,1,281,Canceled,0,136,0.0,0.0
725,20260125,13,1,204,Completed,1,110,167.81,98.94
726,20260125,14,4,3,Completed,1,221,7191.3,3553.16
727,20260126,5,4,242,Completed,0,178,7178.06,3615.99
728,20260126,10,7,37,Completed,0,195,459.99,250.87
729,20260126,8,5,302,Completed,0,125,396.75,199.46
730,20260126,9,7,91,Completed,1,170,502.28,240.67
731,20260126,4,5,328,Completed,0,83,391.9,248.97
732,20260126,15,6,53,Completed,0,182,303.43,164.55
733,20260126,15,5,229,Completed,1,85,381.65,180.91
734,20260126,1,3,278,Completed,1,259,306.34,149.35
735,20260126,13,1,277,Completed,0,135,172.18,107.06
736,20260126,5,4,387,Completed,0,193,6491.24,2956.66
737,20260126,15,6,157,Completed,1,139,285.79,184.39
738,20260126,13,6,327,Scheduled,0,169,0.0,0.0
739,20260126,8,6,35,Completed,0,187,303.41,193.19
740,20260126,1,3,317,Completed,1,185,323.17,161.95
741,20260126,16,7,98,Completed,0,156,524.7,245.25
742,20260126,15,4,375,Completed,1,211,6811.33,3747.46
743,20260126,5,7,3,Scheduled,0,143,0.0,0.0
744,20260126,6,7,87,Scheduled,0,220,0.0,0.0
745,20260126,7,1,68,Completed,1,109,174.18,106.41
746,20260126,15,5,38,Completed,1,87,468.37,293.02
747,20260126,5,4,151,Completed,1,168,6628.86,3053.96
748,20260126,10,2,48,Completed,1,221,345.25,164.37
749,20260126,14,7,271,Completed,1,195,491.96,265.52
750,20260126,7,6,252,Completed,1,155,288.58,193.06
751,20260126,13,7,80,Completed,1,170,463.51,220.86
752,20260126,15,1,138,Completed,1,121,170.93,85.77
753,20260127,12,2,308,Completed,0,209,307.27,180.46
754,20260127,1,7,148,Completed,0,222,461.82,209.54
755,20260127,7,6,276,Scheduled,0,203,0.0,0.0
756,20260127,15,3,369,Scheduled,0,200,0.0,0.0
757,20260127,15,7,69,Completed,1,165,561.69,320.86
758,20260127,14,2,390,Completed,1,204,320.96,146.69
759,20260127,8,3,298,Completed,1,204,338.67,216.64
760,20260127,7,7,309,Completed,1,141,558.91,355.48
761,20260127,1,6,135,Completed,1,158,292.83,188.96
762,20260127,14,5,168,Completed,0,110,394.47,231.76
763,20260127,8,4,388,Completed,1,219,6687.59,4220.23
764,20260127,16,6,159,Completed,0,219,261.61,160.69
765,20260127,11,1,182,Completed,1,104,139.12,76.84
766,20260127,3,3,87,Completed,1,162,335.93,166.35
767,20260127,4,1,245,Scheduled,0,100,0.0,0.0
768,20260127,1,4,99,Completed,1,181,5868.17,3506.87
769,20260127,12,3,40,Completed,0,97,360.66,178.66
770,20260127,14,5,379,Completed,1,120,469.08,218.05
771,20260127,4,4,300,Completed,1,202,6307.88,3883.99
772,20260128,15,3,36,Completed,1,87,390.32,234.15
773,20260128,12,4,251,Completed,1,181,7342.35,4281.1
774,20260128,2,3,213,Completed,1,133,359.97,186.28
775,20260128,13,6,398,Completed,0,169,237.31,126.22
776,20260128,11,7,125,Completed,1,165,475.51,265.42
777,20260128,4,3,243,Completed,1,197,360.1,205.39
778,20260128,2,6,292,Completed,1,138,252.03,170.62
779,20260128,8,5,118,Completed,1,109,432.06,260.42
780,20260128,6,7,130,Completed,0,212,502.79,301.73
781,20260128,13,6,384,Completed,1,182,247.43,118.74
782,20260128,7,4,228,Completed,1,204,7329.33,4208.13
783,20260128,14,3,268,Completed,1,205,397.92,236.6
784,20260128,11,6,52,Completed,1,124,236.46,124.83
785,20260128,9,7,30,Completed,1,219,500.44,227.51
786,20260128,3,2,188,Completed,1,232,295.26,185.12
787,20260128,15,2,24,Completed,1,209,361.45,184.37
788,20260128,3,6,162,Completed,1,221,262.29,155.54
789,20260128,9,2,11,Completed,0,229,336.45,187.68
790,20260128,13,4,140,Completed,0,189,5696.39,2579.92
791,20260129,2,6,105,Scheduled,0,166,0.0,0.0
792,20260129,10,7,122,Completed,1,144,540.55,294.56
793,20260129,10,2,316,Completed,1,245,349.37,196.57
794,20260129,15,2,161,Completed,0,250,330.64,215.29
795,20260129,2,6,91,Scheduled,0,173,0.0,0.0
796,20260129,15,6,52,Completed,1,228,308.52,195.96
797,20260129,15,2,351,Completed,1,198,291.26,138.56
798,20260129,3,7,81,Completed,1,175,516.13,322.54
799,20260129,3,4,200,Completed,1,195,6520.4,4101.17
800,20260129,13,2,27,Scheduled,0,204,0.0,0.0
801,20260129,2,1,357,Completed,0,37,154.1,95.92
802,20260129,11,1,60,Completed,0,225,144.35,87.93
803,20260129,9,2,101,Completed,1,193,359.25,193.84
804,20260129,8,2,11,Completed,0,131,327.81,179.48
805,20260129,8,2,336,Completed,1,183,373.16,192.51
806,20260129,8,2,191,Completed,1,123,317.96,207.22
807,20260129,4,4,173,Completed,0,193,6812.77,3443.33
808,20260129,11,1,259,Scheduled,0,45,0.0,0.0
809,20260129,9,2,205,Completed,0,122,362.96,218.03
810,20260129,16,3,231,Completed,0,186,389.82,262.77
811,20260129,11,1,271,Canceled,0,70,0.0,0.0
812,20260129,10,6,23,Completed,1,269,250.04,143.29
813,20260129,11,2,382,Scheduled,0,163,0.0,0.0
814,20260129,9,2,197,Completed,1,252,293.83,140.53
815,20260130,2,2,98,Completed,1,191,364.03,168.97
816,20260130,7,2,117,Scheduled,0,126,0.0,0.0
817,20260130,9,2,118,Completed,1,149,345.42,214.25
818,20260130,12,6,164,Completed,1,211,278.59,158.61
819,20260130,9,7,351,Completed,1,167,473.76,315.4
820,20260130,15,4,300,Completed,1,174,6150.13,3783.49
821,20260130,14,1,184,Completed,0,38,137.8,78.03
822,20260130,12,6,57,Completed,1,192,240.34,147.31
823,20260130,4,2,201,Completed,1,190,340.67,183.12
824,20260130,15,7,368,Completed,1,200,534.77,330.83
825,20260130,8,4,183,Completed,1,225,7251.7,4001.09
826,20260130,15,7,329,Canceled,0,167,0.0,0.0
827,20260130,7,7,172,Completed,1,148,546.17,293.48
828,20260130,10,3,281,Completed,0,204,331.85,181.93
829,20260130,9,3,128,Canceled,0,130,0.0,0.0
830,20260130,6,3,256,Completed,1,220,399.14,210.66
831,20260130,2,5,382,Completed,1,89,469.63,311.77
832,20260130,14,4,276,Completed,0,162,7213.34,3501.14
833,20260130,15,7,221,Completed,1,131,569.29,310.88
834,20260130,8,7,142,Completed,1,185,470.71,233.03
835,20260131,7,7,58,Scheduled,0,178,0.0,0.0
836,20260131,11,6,121,Completed,0,186,257.41,127.21
837,20260131,9,6,204,Completed,0,196,239.84,126.2
838,20260131,12,2,195,Completed,0,168,319.97,191.77
839,20260131,15,2,116,Completed,0,179,327.42,196.87
840,20260131,5,3,76,Completed,1,224,352.75,233.83
841,20260131,2,4,6,Completed,1,173,7360.04,4383.46
842,20260131,6,6,279,Canceled,0,206,0.0,0.0
843,20260131,1,4,320,Completed,1,169,6667.14,3780.14
844,20260201,4,7,248,Scheduled,0,184,0.0,0.0
845,20260201,9,3,366,Completed,0,113,331.62,185.82
846,20260201,2,7,2,Completed,0,157,490.97,320.34
847,20260201,2,6,73,Completed,1,211,308.43,207.99
848,20260202,4,7,23,Completed,1,204,507.96,275.08
849,20260202,12,5,291,Completed,1,124,422.91,281.21
850,20260202,8,7,317,Completed,1,179,484.09,327.68
851,20260202,10,3,272,Completed,1,182,326.63,161.43
852,20260202,4,4,52,Completed,1,160,6412.37,2925.72
853,20260202,9,1,295,Completed,0,79,147.57,93.26
854,20260202,9,2,44,Canceled,0,248,0.0,0.0
855,20260202,10,7,389,Completed,0,228,546.64,339.95
856,20260202,10,3,255,Canceled,0,185,0.0,0.0
857,20260202,7,4,28,Scheduled,0,183,0.0,0.0
858,20260202,4,1,125,Completed,1,80,146.98,85.84
859,20260202,15,3,289,Scheduled,0,185,0.0,0.0
860,20260202,4,4,284,Completed,1,158,7311.36,4141.14
861,20260202,6,6,46,Completed,0,157,251.68,119.98
862,20260202,1,6,191,Completed,1,172,243.69,113.72
863,20260202,13,7,135,Completed,1,189,540.03,244.56
864,20260202,9,3,192,Canceled,0,180,0.0,0.0
865,20260202,15,7,196,Completed,1,203,573.48,298.93
866,20260202,7,1,121,Completed,1,30,152.41,96.48
867,20260203,5,3,96,Completed,0,186,361.11,187.54
868,20260203,9,2,259,Completed,1,171,293.01,172.05
869,20260203,16,6,364,Completed,0,178,305.98,162.86
870,20260203,11,2,87,Completed,1,186,359.49,236.51
871,20260203,1,1,84,Completed,1,86,150.02,91.67
872,20260203,9,5,75,Completed,1,117,388.72,192.16
873,20260203,8,2,99,Completed,1,196,312.37,177.23
874,20260203,12,5,336,Canceled,0,144,0.0,0.0
875,20260203,16,6,19,Completed,0,156,300.8,199.71
876,20260203,12,7,115,Completed,0,195,528.33,321.44
877,20260203,9,4,381,Completed,0,156,5876.95,2718.58
878,20260203,12,2,178,Completed,1,182,294.37,191.52
879,20260203,13,1,395,Completed,1,105,138.53,87.24
880,20260203,3,7,313,Completed,1,179,437.16,264.18
881,20260203,16,1,368,Completed,0,176,152.75,86.08
882,20260203,10,5,236,Completed,1,136,433.36,214.59
883,20260203,7,4,78,Completed,1,173,6825.65,4136.56
884,20260203,16,4,161,Completed,0,198,6052.9,3486.12
885,20260203,1,3,71,Completed,1,176,348.06,169.34
886,20260203,6,1,123,Completed,0,199,143.69,93.61
887,20260203,11,4,345,Completed,1,184,6859.22,3469.32
888,20260203,1,3,116,Canceled,0,152,0.0,0.0
889,20260203,16,3,316,Completed,0,181,321.73,168.68
890,20260203,6,3,156,Completed,0,165,316.28,166.56
891,20260204,12,2,350,Completed,1,240,338.04,227.29
892,20260204,5,5,129,Completed,1,92,371.59,194.76
893,20260204,5,1,386,Completed,1,64,154.51,75.89
894,20260204,9,6,376,Canceled,0,174,0.0,0.0
895,20260204,11,3,355,Completed,1,142,317.16,210.03
896,20260204,12,3,264,Completed,1,218,356.28,225.52
897,20260204,11,3,9,Completed,1,196,405.64,235.76
898,20260204,10,1,373,Canceled,0,128,0.0,0.0
899,20260204,3,5,370,Scheduled,0,151,0.0,0.0
900,20260204,11,5,75,Completed,1,125,489.21,237.87
901,20260204,4,4,1,Completed,1,144,6355.65,4222.97
902,20260204,6,1,380,Completed,1,138,143.86,82.01
903,20260204,4,4,371,Scheduled,0,142,0.0,0.0
904,20260204,16,2,61,Completed,1,113,366.92,190.41
905,20260204,7,7,392,Completed,1,197,455.76,235.04
906,20260204,7,5,99,Completed,1,128,462.02,228.47
907,20260204,13,1,314,Completed,1,74,174.33,79.42
908,20260204,3,1,35,Completed,1,111,164.94,95.01
909,20260204,12,2,46,Canceled,0,205,0.0,0.0
910,20260204,14,2,6,Completed,0,120,296.92,157.47
911,20260204,6,1,318,Completed,1,143,164.18,109.74
912,20260204,12,2,68,Completed,0,158,330.58,160.03
913,20260204,15,3,297,Completed,1,243,366.27,217.94
914,20260204,8,1,90,Completed,1,110,147.04,92.69
915,20260204,6,5,306,Completed,1,79,458.45,236.01
916,20260205,13,4,6,Completed,1,193,6948.3,3296.57
917,20260205,3,5,251,Completed,0,134,476.46,287.52
918,20260205,3,7,384,Completed,1,195,557.28,293.68
919,20260205,15,5,332,Completed,0,150,369.28,250.4
920,20260205,16,6,11,Completed,0,169,298.22,180.83
921,20260205,11,4,188,Completed,0,175,5735.63,3567.69
922,20260205,1,2,342,Completed,0,134,310.84,181.1
923,20260205,16,4,156,Completed,0,150,5858.59,3958.01
924,20260205,3,4,353,Completed,1,138,6960.98,3625.0
925,20260205,9,4,373,Completed,0,170,6397.34,3064.2
926,20260205,3,3,84,Completed,1,124,403.27,222.24
927,20260205,5,2,312,Completed,0,264,313.92,146.31
928,20260205,1,3,86,Completed,1,218,357.05,180.82
929,20260205,1,3,180,Canceled,0,134,0.0,0.0
930,20260205,1,6,146,Completed,1,185,258.87,120.83
931,20260205,1,1,271,Scheduled,0,73,0.0,0.0
932,20260205,9,1,385,Completed,1,108,150.23,77.95
933,20260205,5,6,151,Canceled,0,111,0.0,0.0
934,20260205,13,5,76,Completed,1,62,412.93,260.05
935,20260206,10,1,289,Completed,0,95,145.51,83.69
936,20260206,14,1,280,Completed,1,85,139.53,64.44
937,20260206,15,7,242,Completed,1,285,519.98,237.18
938,20260206,4,4,59,Completed,1,127,7154.42,4693.61
939,20260206,7,2,328,Canceled,0,180,0.0,0.0
940,20260206,8,3,10,Completed,0,163,380.2,210.95
941,20260206,16,2,24,Completed,0,177,306.15,142.51
942,20260206,5,5,217,Completed,1,108,405.0,209.21
943,20260206,3,6,348,Canceled,0,240,0.0,0.0
944,20260206,15,6,89,Completed,1,158,310.28,202.14
945,20260206,12,3,237,Canceled,0,229,0.0,0.0
946,20260206,13,5,272,Completed,0,135,472.91,305.0
947,20260206,15,5,371,Completed,1,171,403.11,266.21
948,20260206,12,7,332,Scheduled,0,181,0.0,0.0
949,20260206,12,4,359,Completed,1,224,6184.45,3992.39
950,20260206,15,3,145,Completed,1,185,384.68,244.97
951,20260206,1,4,175,Canceled,0,189,0.0,0.0
952,20260206,1,6,274,Completed,1,176,241.99,162.85
953,20260206,16,2,392,Completed,1,238,323.38,194.0
954,20260206,3,2,161,Canceled,0,192,0.0,0.0
955,20260206,11,5,273,Completed,1,66,381.88,246.97
956,20260206,3,6,329,Completed,1,227,291.27,161.65
957,20260207,16,5,175,Completed,0,146,484.9,283.7
958,20260207,7,5,131,Completed,1,184,446.95,302.47
959,20260207,6,2,113,Completed,0,180,326.95,207.56
960,20260207,12,7,338,Completed,1,184,556.21,308.39
961,20260207,4,7,12,Completed,1,142,436.33,283.8
962,20260208,8,3,280,Completed,1,182,343.42,200.93
963,20260208,12,3,351,Completed,1,141,358.8,179.39
964,20260209,7,3,308,Completed,1,175,311.87,202.58
965,20260209,10,3,67,Canceled,0,173,0.0,0.0
966,20260209,4,7,23,Completed,1,162,479.27,280.74
967,20260209,5,7,24,Completed,0,166,463.23,295.31
968,20260209,14,2,188,Completed,1,156,322.51,174.27
969,20260209,6,6,237,Completed,1,111,269.9,127.24
970,20260209,4,6,64,Completed,0,195,269.69,143.67
971,20260209,8,1,229,Completed,0,117,174.72,90.99
972,20260209,14,4,49,Completed,1,155,6384.83,3366.63
973,20260209,16,7,352,Completed,1,134,450.86,214.04
974,20260209,7,3,102,Scheduled,0,221,0.0,0.0
975,20260209,14,7,281,Completed,1,162,519.24,307.68
